公園番号,公園名称,ｶﾅ公園名称,公園種別,所在地,所管名,支所名,校区名,開設面積（ha）
401-024,堺市第５６－０８号公共緑地,ｻｶｲｼﾀﾞｲ56-08ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区金岡町９８０－１４,大浜,北,金岡,0.00
401-025,堺市第５４－０２号公共緑地,ｻｶｲｼﾀﾞｲ54-02ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪５丁１７９０－２,原池,中,深阪,0.01
401-026,堺市第５６－０７号公共緑地,ｻｶｲｼﾀﾞｲ56-07ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区神石市之町１６０－３４,大浜,堺,神石,0.01
401-027,堺市第５６－１１号公共緑地,ｻｶｲｼﾀﾞｲ56-11ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪２丁２２７８－２,原池,中,深阪,0.01
401-028,堺市第５６－０９号公共緑地,ｻｶｲｼﾀﾞｲ56-09ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区南花田町２３８－４,大浜,北,北八下,0.01
401-029,堺市第５６－０４号公共緑地,ｻｶｲｼﾀﾞｲ56-04ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区八田寺町２６９－２,原池,中,八田荘,0.01
401-030,堺市第５７－０２号公共緑地,ｻｶｲｼﾀﾞｲ57-02ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区堀上町２０５－３９,原池,中,八田荘,0.01
401-033,堺市第５７－０５号公共緑地,ｻｶｲｼﾀﾞｲ57-05ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区西湊町５丁３４４－９,大浜,堺,新湊,0.01
401-034,堺市第５７－０７号公共緑地,ｻｶｲｼﾀﾞｲ57-07ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区柏木町３丁４１－２,大浜,堺,新湊,0.01
401-035,堺市第５７－０４号公共緑地,ｻｶｲｼﾀﾞｲ57-04ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区堀上町２１５－６,原池,中,八田荘,0.01
401-036,堺市第５７－０８号公共緑地,ｻｶｲｼﾀﾞｲ57-08ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区日置荘北町２丁２６１－４,原池,東,日置荘,0.01
401-038,堺市第５７－１０号公共緑地,ｻｶｲｼﾀﾞｲ57-10ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区土師町２丁９５６－４,原池,中,土師,0.01
401-039,堺市第５７－１４号公共緑地,ｻｶｲｼﾀﾞｲ57-14ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区鳳中町６丁２０３－１８,大浜,西,鳳,0.01
401-040,堺市第５７－２２号公共緑地,ｻｶｲｼﾀﾞｲ57-22ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区楠町２丁４６－５,大浜,堺,新湊,0.01
401-041,堺市第５７－１６号公共緑地,ｻｶｲｼﾀﾞｲ57-16ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深井中町９５７－３,原池,中,深井西,0.01
401-042,堺市第５７－１７号公共緑地,ｻｶｲｼﾀﾞｲ57-17ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区下田町２１－１５,大浜,西,津久野,0.01
401-044,堺市第５７－１２号公共緑地,ｻｶｲｼﾀﾞｲ57-12ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区上野芝向ヶ丘町２丁９１１－４５,大浜,西,向丘,0.01
401-045,堺市第５７－１１号公共緑地,ｻｶｲｼﾀﾞｲ57-11ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区浜寺元町１丁７１－１０,大浜,西,浜寺昭和,0.01
401-046,堺市第５７－１３号公共緑地,ｻｶｲｼﾀﾞｲ57-13ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区北花田町２丁２３３－５,大浜,北,五箇荘東,0.01
401-047,堺市第５８－０１号公共緑地,ｻｶｲｼﾀﾞｲ58-01ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区引野町２丁１３２－７,原池,東,八下西,0.01
401-048,堺市第５８－０６号公共緑地,ｻｶｲｼﾀﾞｲ58-06ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪６丁１７４４－２,原池,中,深阪,0.01
401-049,堺市第５７－２０号公共緑地,ｻｶｲｼﾀﾞｲ57-20ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪２丁２３７３－５,原池,中,深阪,0.01
401-050,堺市第５８－０５号公共緑地,ｻｶｲｼﾀﾞｲ58-05ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深井東町３０１－２,原池,中,東深井,0.01
401-051,堺市第５８－０７号公共緑地,ｻｶｲｼﾀﾞｲ58-07ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区日置荘西町６丁５６３－９,原池,東,日置荘西,0.01
401-052,堺市第５８－０８号公共緑地,ｻｶｲｼﾀﾞｲ58-08ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区草部３２－１４,大浜,西,福泉,0.01
401-053,堺市第５７－１５号公共緑地,ｻｶｲｼﾀﾞｲ57-15ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区東浅香山町１丁１３２－４,大浜,北,東浅香山,0.01
401-054,堺市第５８－０９号公共緑地,ｻｶｲｼﾀﾞｲ58-09ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区北野田３９３－２,原池,東,野田,0.01
401-055,堺市第５８－１０号公共緑地,ｻｶｲｼﾀﾞｲ58-10ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区北花田町２丁２２７－４,大浜,北,五箇荘東,0.01
401-056,堺市第５８－１２号公共緑地,ｻｶｲｼﾀﾞｲ58-12ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区北田出井町１丁１－３,大浜,堺,三国丘,0.01
401-057,堺市第５８－１１号公共緑地,ｻｶｲｼﾀﾞｲ58-11ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区神石市之町２４３－１９,大浜,堺,神石,0.01
401-058,堺市第５８－１４号公共緑地,ｻｶｲｼﾀﾞｲ58-14ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区北花田町２丁２３２－５,大浜,北,五箇荘東,0.01
401-059,堺市第５８－１５号公共緑地,ｻｶｲｼﾀﾞｲ58-15ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区草部４４５－２,大浜,西,福泉,0.01
401-060,堺市第５９－０５号公共緑地,ｻｶｲｼﾀﾞｲ59-05ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区出島海岸通３丁２１７－１５,大浜,堺,英彰,0.01
401-061,堺市第５９－０１号公共緑地,ｻｶｲｼﾀﾞｲ59-01ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区日置荘原寺町５６－１３,原池,東,日置荘,0.01
401-062,堺市第５９－０４号公共緑地,ｻｶｲｼﾀﾞｲ59-04ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深井中町１２０７－６,原池,中,深井西,0.01
401-063,堺市第５８－１３号公共緑地,ｻｶｲｼﾀﾞｲ58-13ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区東八田１０７－３,原池,中,久世,0.01
401-064,堺市第５９－０６号公共緑地,ｻｶｲｼﾀﾞｲ59-06ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区東上野芝町２丁３５７－５,大浜,北,西百舌鳥,0.01
401-065,堺市第５４－０１号公共緑地,ｻｶｲｼﾀﾞｲ54-01ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪１丁２５２２－１０,原池,中,深阪,0.01
403-001,高松いちりんそう広場,ﾀｶﾏﾂｲﾁﾘﾝｿｳﾋﾛﾊﾞ,広場,東区高松２１－４,原池,東,登美丘東,0.02
403-002,草尾ひるがお広場,ｸｻｵﾋﾙｶﾞｵﾋﾛﾊﾞ,広場,東区中茶屋８３－３,原池,東,登美丘西,0.01
403-003,日置荘北町さぎそう広場,ﾋｷｼｮｳｷﾀﾏﾁｻｷﾞｿｳﾋﾛﾊﾞ,広場,東区日置荘北町２丁２５７－１３,原池,東,日置荘,0.01
403-004,石津町こまくさ広場,ｲｼﾂﾞﾁｮｳｺﾏｸｻﾋﾛﾊﾞ,広場,堺区石津町２丁６０９－２３,大浜,堺,神石,0.01
403-005,深井沢町ははこぐさ広場,ﾌｶｲｻﾜﾏﾁﾊﾊｺｸﾞｻﾋﾛﾊﾞ,広場,中区深井沢町２４９２－１１,原池,中,東深井,0.01
403-006,東八田ささゆり広場,ﾋｶﾞｼﾊﾝﾀﾞｻｻﾕﾘﾋﾛﾊﾞ,広場,中区東八田１７０－３,原池,中,久世,0.01
403-007,東山こけもも広場,ﾋｶﾞｼﾔﾏｺｹﾓﾓﾋﾛﾊﾞ,広場,中区東山９４１－５,原池,中,西陶器,0.01
403-008,平井いたどり広場,ﾋﾗｲｲﾀﾄﾞﾘﾋﾛﾊﾞ,広場,中区平井５４０－２,原池,中,久世,0.01
403-009,鳳南町かたくり広場,ｵｵﾄﾘﾐﾅﾐﾏﾁｶﾀｸﾘﾋﾛﾊﾞ,広場,西区鳳南町５丁６５２－８,大浜,西,鳳南,0.02
403-010,日置荘西町すすき広場,ﾋｷｼｮｳﾆｼﾏﾁｽｽｷﾋﾛﾊﾞ,広場,東区日置荘西町６丁５４３－４,原池,東,日置荘西,0.01
403-011,菩提町ふくじゅそう広場,ﾎﾞﾀﾞｲﾁｮｳﾌｸｼﾞｭｿｳﾋﾛﾊﾞ,広場,東区菩提町４丁１７４－５,原池,東,南八下,0.01
403-012,浜寺諏訪森町中あかね広場,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾅｶｱｶﾈﾋﾛﾊﾞ,広場,西区浜寺諏訪森町中２丁２２８－２,大浜,西,浜寺,0.01
403-013,東山いかりそう広場,ﾋｶﾞｼﾔﾏｲｶﾘｿｳﾋﾛﾊﾞ,広場,中区東山２４７－９,原池,中,久世,0.01
403-015,上野芝町かのこゆり広場,ｳｴﾉｼﾊﾞﾁｮｳｶﾉｺﾕﾘﾋﾛﾊﾞ,広場,西区上野芝町４丁４１４－８,大浜,西,上野芝,0.02
403-016,柏木町つゆくさ広場,ｶｼﾜｷﾞﾁｮｳﾂﾕｸｻﾋﾛﾊﾞ,広場,堺区柏木町２丁３３－３,大浜,堺,新湊,0.03
403-017,鳳北町るりそう広場,ｵｵﾄﾘｷﾀﾏﾁﾙﾘｿｳﾋﾛﾊﾞ,広場,西区鳳北町８丁４５６－３,大浜,西,鳳,0.02
403-018,土塔町ときそう広場,ﾄﾞﾄｳﾁｮｳﾄｷｿｳﾋﾛﾊﾞ,広場,中区土塔町２８－１４,原池,中,東百舌鳥,0.01
403-019,日置荘西町のげし広場,ﾋｷｼｮｳﾆｼﾏﾁﾉｹﾞｼﾋﾛﾊﾞ,広場,東区日置荘西町７丁６７６－３,原池,東,日置荘西,0.01
403-020,金岡町のぎく広場,ｶﾅｵｶﾁｮｳﾉｷﾞｸﾋﾛﾊﾞ,広場,北区金岡町２８６０－６,大浜,北,金岡,0.01
403-021,金岡町あけぼのそう広場,ｶﾅｵｶﾁｮｳｱｹﾎﾞﾉｿｳﾋﾛﾊﾞ,広場,北区金岡町１９３８－８,大浜,北,金岡南,0.01
403-022,北野田おどりこそう広場,ｷﾀﾉﾀﾞｵﾄﾞﾘｺｿｳﾋﾛﾊﾞ,広場,東区北野田２７４－２,原池,東,野田,0.01
403-023,百舌鳥赤畑町かたばみ広場,ﾓｽﾞｱｶﾊﾀﾁｮｳｶﾀﾊﾞﾐﾋﾛﾊﾞ,広場,北区百舌鳥赤畑町２丁４８－４,大浜,北,百舌鳥,0.01
403-024,浜寺諏訪森町西はまなす広場,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾆｼﾊﾏﾅｽﾋﾛﾊﾞ,広場,西区浜寺諏訪森町西３丁２８１－２,大浜,西,浜寺,0.02
403-025,深井沢町ゆうすげ広場,ﾌｶｲｻﾜﾏﾁﾕｳｽｹﾞﾋﾛﾊﾞ,広場,中区深井沢町３３９０－１,原池,中,東深井,0.01
403-026,深井東町ひつじぐさ広場,ﾌｶｲﾋｶﾞｼﾏﾁﾋﾂｼﾞｸﾞｻﾋﾛﾊﾞ,広場,中区深井東町３１６２－２,原池,中,東深井,0.02
403-027,高松うらしまそう広場,ﾀｶﾏﾂｳﾗｼﾏｿｳﾋﾛﾊﾞ,広場,東区高松２１１－２,原池,東,登美丘東,0.02
403-028,和田くろゆり広場,ﾜﾀﾞｸﾛﾕﾘﾋﾛﾊﾞ,広場,南区和田東９７６－２,泉ヶ丘,南,宮山台,0.02
403-029,東雲西町たんぽぽ広場,ｼﾉﾉﾒﾆｼﾏﾁﾀﾝﾎﾟﾎﾟﾋﾛﾊﾞ,広場,堺区東雲西町３丁２８－３,大浜,堺,浅香山,0.02
403-030,菱木おとぎりそう広場,ﾋｼｷｵﾄｷﾞﾘｿｳﾋﾛﾊﾞ,広場,西区山田２丁１２７－７,大浜,西,福泉,0.02
403-031,宮山台ゆきのした広場,ﾐﾔﾔﾏﾀﾞｲﾕｷﾉｼﾀﾋﾛﾊﾞ,広場,南区宮山台３丁１１－３２,泉ヶ丘,南,宮山台,0.02
403-032,桃山台すみれ広場,ﾓﾓﾔﾏﾀﾞｲｽﾐﾚﾋﾛﾊﾞ,広場,南区桃山台１丁２１－１６,泉ヶ丘,南,桃山台,0.03
403-033,新檜尾台くさふじ広場,ｼﾝﾋﾉｵﾀﾞｲｸｻﾌｼﾞﾋﾛﾊﾞ,広場,南区新檜尾台１丁９－１０,泉ヶ丘,南,新檜尾台,0.01
403-034,浜寺諏訪森町東ほおずき広場,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾋｶﾞｼﾎｵｽﾞｷﾋﾛﾊﾞ,広場,西区浜寺諏訪森町東３丁３６２－４,大浜,西,浜寺,0.01
403-035,深井清水町つわぶき広場,ﾌｶｲｼﾐｽﾞﾁｮｳﾂﾜﾌﾞｷﾋﾛﾊﾞ,広場,中区深井清水町３５６３－２,原池,中,深井,0.01
403-036,下田町ちごゆり広場,ｼﾓﾀﾞﾁｮｳﾁｺﾞﾕﾘﾋﾛﾊﾞ,広場,西区下田町２３３－２２,大浜,西,津久野,0.02
403-037,鳳西町さくらすみれ広場,ｵｵﾄﾘﾆｼﾏﾁｻｸﾗｽﾐﾚﾋﾛﾊﾞ,広場,西区鳳西町３丁７４３－８,大浜,西,鳳南,0.01
403-038,浜寺石津町東はまぎく広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼﾊﾏｷﾞｸﾋﾛﾊﾞ,広場,西区浜寺石津町東３丁７１６－３,大浜,西,浜寺石津,0.02
403-039,南清水町からすうり広場,ﾐﾅﾐｼﾐｽﾞﾁｮｳｶﾗｽｳﾘﾋﾛﾊﾞ,広場,堺区南清水町３丁１３４－６,大浜,堺,錦綾,0.01
403-040,深阪たつなみそう広場,ﾌｶｻｶﾀﾂﾅﾐｿｳﾋﾛﾊﾞ,広場,中区深阪５丁１２２８－５,原池,中,深阪,0.01
403-041,浜寺船尾町西まつよいぐさ広場,ﾊﾏﾃﾞﾗﾌﾅｵﾁｮｳﾆｼﾏﾂﾖｲｸﾞｻﾋﾛﾊﾞ,広場,西区浜寺船尾町西４丁４７８－１１,大浜,西,浜寺東,0.01
403-042,原山台ほととぎす広場,ﾊﾗﾔﾏﾀﾞｲﾎﾄﾄｷﾞｽﾋﾛﾊﾞ,広場,南区原山台５丁４５６－１４６,泉ヶ丘,南,原山台東,0.03
403-043,中百舌鳥町さわぎく広場,ﾅｶﾓｽﾞﾁｮｳｻﾜｷﾞｸﾋﾛﾊﾞ,広場,北区中百舌鳥町４丁５３３－５,大浜,北,中百舌鳥,0.01
403-044,金岡町ふじばかま広場,ｶﾅｵｶﾁｮｳﾌｼﾞﾊﾞｶﾏﾋﾛﾊﾞ,広場,北区金岡町２０００－４,大浜,北,金岡南,0.01
403-045,鳳南町まつかぜそう広場,ｵｵﾄﾘﾐﾅﾐﾏﾁﾏﾂｶｾﾞｿｳﾋﾛﾊﾞ,広場,西区鳳南町５丁５２５－１６,大浜,西,鳳南,0.02
403-046,深井中町うすゆきそう広場,ﾌｶｲﾅｶﾏﾁｳｽﾕｷｿｳﾋﾛﾊﾞ,広場,中区深井中町１１９０－２２,原池,中,深井西,0.01
403-047,浜寺諏訪森町西はまえんどう広場,ﾊﾏﾃﾞﾗｽﾜﾉﾓﾘﾁｮｳﾆｼﾊﾏｴﾝﾄﾞｳﾋﾛﾊﾞ,広場,西区浜寺諏訪森町西３丁２８７－６,大浜,西,浜寺,0.01
403-048,浜寺石津町西かせんそう広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾆｼｶｾﾝｿｳﾋﾛﾊﾞ,広場,西区浜寺石津町西１丁３３２－５,大浜,西,浜寺石津,0.02
403-049,福田やまぜり広場,ﾌｸﾀﾞﾔﾏｾﾞﾘﾋﾛﾊﾞ,広場,中区福田５８４－８,原池,中,東陶器,0.01
403-050,福田たまりゅう広場,ﾌｸﾀﾞﾀﾏﾘｭｳﾋﾛﾊﾞ,広場,中区福田４０８－３２,原池,中,東陶器,0.02
403-051,深井中町きづた広場,ﾌｶｲﾅｶﾏﾁｷﾂﾞﾀﾋﾛﾊﾞ,広場,中区深井中町１８９１－３,原池,中,深井,0.02
403-052,深井中町えごのき広場,ﾌｶｲﾅｶﾏﾁｴｺﾞﾉｷﾋﾛﾊﾞ,広場,中区深井中町６８０－４,原池,中,深井,0.02
403-053,鳳西町ひめはぎ広場,ｵｵﾄﾘﾆｼﾏﾁﾋﾒﾊｷﾞﾋﾛﾊﾞ,広場,西区鳳西町１丁５４－１００,大浜,西,鳳南,0.03
403-054,上野芝向ヶ丘町さふらん広場,ｳｴﾉｼﾊﾞﾑｺｳｶﾞｵｶﾁｮｳｻﾌﾗﾝﾋﾛﾊﾞ,広場,西区上野芝向ヶ丘町１丁６６０－４,大浜,西,向丘,0.02
403-055,東山にちにちそう広場,ﾋｶﾞｼﾔﾏﾆﾁﾆﾁｿｳﾋﾛﾊﾞ,広場,中区東山８３１－２３,原池,中,久世,0.02
403-056,上野芝向ヶ丘町ひなざくら広場,ｳｴﾉｼﾊﾞﾑｺｳｶﾞｵｶﾁｮｳﾋﾅｻﾞｸﾗﾋﾛﾊﾞ,広場,西区上野芝向ヶ丘町６丁１３０－１１,大浜,西,向丘,0.01
403-057,北野田のじぎく広場,ｷﾀﾉﾀﾞﾉｼﾞｷﾞｸﾋﾛﾊﾞ,広場,東区北野田３８９－８,原池,東,野田,0.01
403-058,浜寺石津町中ふうらん広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾅｶﾌｳﾗﾝﾋﾛﾊﾞ,広場,西区浜寺石津町中１丁５１３－５,大浜,西,浜寺石津,0.03
403-059,鳳中町ほたるぶくろ広場,ｵｵﾄﾘﾅｶﾏﾁﾎﾀﾙﾌﾞｸﾛﾋﾛﾊﾞ,広場,西区鳳中町８丁２８０－７,大浜,西,鳳,0.01
403-060,浜寺石津町東えのころぐさ広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼｴﾉｺﾛｸﾞｻﾋﾛﾊﾞ,広場,西区浜寺石津町東３丁７４６－６,大浜,西,浜寺石津,0.02
403-061,鳳中町きちじょうそう広場,ｵｵﾄﾘﾅｶﾏﾁｷﾁｼﾞｮｳｿｳﾋﾛﾊﾞ,広場,西区鳳中町１０丁１２－９,大浜,西,鳳,0.01
403-062,日置荘北町ぎぼうし広場,ﾋｷｼｮｳｷﾀﾏﾁｷﾞﾎﾞｳｼﾋﾛﾊﾞ,広場,東区日置荘北町２丁２６１－１０,原池,東,日置荘,0.01
403-063,深井中町からまつそう広場,ﾌｶｲﾅｶﾏﾁｶﾗﾏﾂｿｳﾋﾛﾊﾞ,広場,中区深井中町９１７－３６,原池,中,深井西,0.02
403-064,上たかねすみれ広場,ｶﾐﾀｶﾈｽﾐﾚﾋﾛﾊﾞ,広場,西区上５２０－４,大浜,西,福泉上,0.01
403-065,常磐町まつばぎく広場,ﾄｷﾜﾁｮｳﾏﾂﾊﾞｷﾞｸﾋﾛﾊﾞ,広場,北区常磐町３丁１１－１３,大浜,北,五箇荘東,0.01
403-066,福田みすみそう広場,ﾌｸﾀﾞﾐｽﾐｿｳﾋﾛﾊﾞ,広場,中区福田６４４－５,原池,中,福田,0.02
403-067,浜寺石津町東せり広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼｾﾘﾋﾛﾊﾞ,広場,西区浜寺石津町東５丁４６６－１５,大浜,西,浜寺東,0.01
403-068,日置荘原寺町しらん広場,ﾋｷｼｮｳﾊﾗﾃﾞﾗﾏﾁｼﾗﾝﾋﾛﾊﾞ,広場,東区日置荘原寺町２２６－１２,原池,東,日置荘,0.01
403-069,中長尾町ひめれんげ広場,ﾅｶﾅｶﾞｵﾁｮｳﾋﾒﾚﾝｹﾞﾋﾛﾊﾞ,広場,北区中長尾町３丁１０６－２,大浜,北,東三国丘,0.02
403-070,草部やくしそう広場,ｸｻﾍﾞﾔｸｼｿｳﾋﾛﾊﾞ,広場,西区草部１５５３－４,大浜,西,福泉上,0.01
403-071,鳳東町とんぼそう広場,ｵｵﾄﾘﾋｶﾞｼﾏﾁﾄﾝﾎﾞｿｳﾋﾛﾊﾞ,広場,西区鳳東町６丁６２３－３,大浜,西,鳳,0.03
403-072,小阪くさあじさい広場,ｺｻｶｸｻｱｼﾞｻｲﾋﾛﾊﾞ,広場,中区小阪１６９－２,原池,中,久世,0.02
403-073,福田しゅうめいぎく広場,ﾌｸﾀﾞｼｭｳﾒｲｷﾞｸﾋﾛﾊﾞ,広場,中区福田７６８－７,原池,中,福田,0.02
403-074,南野田いしもちそう広場,ﾐﾅﾐﾉﾀﾞｲｼﾓﾁｿｳﾋﾛﾊﾞ,広場,東区南野田１４１－１５,原池,東,野田,0.02
403-075,草部はるりんどう広場,ｸｻﾍﾞﾊﾙﾘﾝﾄﾞｳﾋﾛﾊﾞ,広場,西区草部１９４－２,大浜,西,福泉,0.01
403-076,西野かわみどり広場,ﾆｼﾉｶﾜﾐﾄﾞﾘﾋﾛﾊﾞ,広場,東区西野２９２－３,原池,東,登美丘南,0.01
403-077,上野芝町つがざくら広場,ｳｴﾉｼﾊﾞﾁｮｳﾂｶﾞｻﾞｸﾗﾋﾛﾊﾞ,広場,西区上野芝町８丁２８２－９,大浜,西,上野芝,0.03
403-078,野尻町なるこゆり広場,ﾉｼﾞﾘﾁｮｳﾅﾙｺﾕﾘﾋﾛﾊﾞ,広場,東区野尻町４０１－９,原池,東,白鷺,0.02
403-079,深井東町みやまむらさき広場,ﾌｶｲﾋｶﾞｼﾏﾁﾐﾔﾏﾑﾗｻｷﾋﾛﾊﾞ,広場,中区深井東町３１２９－２,原池,中,東深井,0.01
403-080,中百舌鳥町あずまぎく広場,ﾅｶﾓｽﾞﾁｮｳｱｽﾞﾏｷﾞｸﾋﾛﾊﾞ,広場,北区中百舌鳥町６丁１０１２－２４,大浜,北,中百舌鳥,0.01
403-081,上野芝町かわらなでしこ広場,ｳｴﾉｼﾊﾞﾁｮｳｶﾜﾗﾅﾃﾞｼｺﾋﾛﾊﾞ,広場,西区上野芝町６丁４０９－８,大浜,西,上野芝,0.01
403-082,福田あずまいちげ広場,ﾌｸﾀﾞｱｽﾞﾏｲﾁｹﾞﾋﾛﾊﾞ,広場,中区福田１２２６－６,原池,中,福田,0.03
403-083,浜寺公園町きすみれ広場,ﾊﾏﾃﾞﾗｺｳｴﾝﾁｮｳｷｽﾐﾚﾋﾛﾊﾞ,広場,西区浜寺公園町２丁１８８－６,大浜,西,浜寺昭和,0.02
403-084,大美野きんらん広場,ｵｵﾐﾉｷﾝﾗﾝﾋﾛﾊﾞ,広場,東区大美野１５８－６５,原池,東,登美丘西,0.01
403-085,深井沢町みやこわすれ広場,ﾌｶｲｻﾜﾏﾁﾐﾔｺﾜｽﾚﾋﾛﾊﾞ,広場,中区深井沢町３０４－３,原池,中,東深井,0.03
403-086,北田出井町もりあざみ広場,ｷﾀﾀﾃﾞｲﾁｮｳﾓﾘｱｻﾞﾐﾋﾛﾊﾞ,広場,堺区北田出井町２丁３１－１９,大浜,堺,三国丘,0.01
403-087,大野芝町はなしのぶ広場,ｵｵﾉｼﾊﾞﾁｮｳﾊﾅｼﾉﾌﾞﾋﾛﾊﾞ,広場,中区大野芝町１８３－１１,原池,中,東百舌鳥,0.02
403-088,土塔町あけぼのすみれ広場,ﾄﾞﾄｳﾁｮｳｱｹﾎﾞﾉｽﾐﾚﾋﾛﾊﾞ,広場,中区土塔町２１５１－２,原池,中,東百舌鳥,0.01
403-089,菱木つるりんどう広場,ﾋｼｷﾂﾙﾘﾝﾄﾞｳﾋﾛﾊﾞ,広場,南区高尾１丁３５５－１９,泉ヶ丘,南,福泉中央,0.01
403-090,浜寺石津町西のぶき広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾆｼﾉﾌﾞｷﾋﾛﾊﾞ,広場,西区浜寺石津町西４丁１４２－３,大浜,西,浜寺石津,0.02
403-091,上野芝町しろすみれ広場,ｳｴﾉｼﾊﾞﾁｮｳｼﾛｽﾐﾚﾋﾛﾊﾞ,広場,西区上野芝町７丁４９１－１２,大浜,西,上野芝,0.03
403-092,鳳南町いぬごま広場,ｵｵﾄﾘﾐﾅﾐﾏﾁｲﾇｺﾞﾏﾋﾛﾊﾞ,広場,西区鳳南町５丁４９０－６,大浜,西,鳳南,0.03
403-093,大野芝町なんぶあざみ広場,ｵｵﾉｼﾊﾞﾁｮｳﾅﾝﾌﾞｱｻﾞﾐﾋﾛﾊﾞ,広場,中区大野芝町７６－１８,原池,中,東百舌鳥,0.03
403-094,福田かんあおい広場,ﾌｸﾀﾞｶﾝｱｵｲﾋﾛﾊﾞ,広場,中区福田９００－１５,原池,中,福田,0.01
403-095,鳳東町はるののげし広場,ｵｵﾄﾘﾋｶﾞｼﾏﾁﾊﾙﾉﾉｹﾞｼﾋﾛﾊﾞ,広場,西区鳳東町７丁７６５－８,大浜,西,鳳南,0.02
403-096,新堀町まねきぐさ広場,ｼﾝﾎﾞﾘﾁｮｳﾏﾈｷｸﾞｻﾋﾛﾊﾞ,広場,北区新堀町２丁１０７－３,大浜,北,五箇荘,0.03
403-097,福田あいばそう広場,ﾌｸﾀﾞｱｲﾊﾞｿｳﾋﾛﾊﾞ,広場,中区福田２８９－３,原池,中,東陶器,0.02
403-098,上野芝向ヶ丘町うばゆり広場,ｳｴﾉｼﾊﾞﾑｺｳｶﾞｵｶﾁｮｳｳﾊﾞﾕﾘﾋﾛﾊﾞ,広場,西区上野芝向ヶ丘町６丁９４－１８,大浜,西,向丘,0.03
403-099,毛穴町いちご広場,ｹﾅﾁｮｳｲﾁｺﾞﾋﾛﾊﾞ,広場,中区毛穴町２１３－１,原池,中,八田荘,0.02
403-100,蔵前町ピーチ広場,ｸﾗﾏｴﾁｮｳﾋﾟｰﾁﾋﾛﾊﾞ,広場,北区蔵前町２丁１４２３－９,大浜,北,五箇荘,0.01
